npsn,nama_sekolah,provinsi,kabupaten_kota,kecamatan,kelurahan,alamat
20254284,SMKS ISLAMIYAH SAYANG,Jawa Barat,Kabupaten Cianjur,Cianjur,Sayang,JL.PROF MOH YAMIN 110
69758122,SMKS IT NURUL HUDA,Jawa Barat,Kabupaten Cianjur,Cianjur,Sayang,JL PERINTIS KEMERDEKAAN RT 01/21
20252208,SMKS TEKNIK MUHAMMADIYAH PLUS CIANJUR,Jawa Barat,Kabupaten Cianjur,Cianjur,Bojongherang,DR. MUWARDI NO.120 A CIANJUR
20252366,SMKS PARIWISATA PHT CIANJUR,Jawa Barat,Kabupaten Cianjur,Cianjur,Bojongherang,JL. H. DJAJULI NO. 3 PASIR GEDE (SIMPANG KALIMAYA)
20275816,SMKS KESEHATAN DARMAWANGSA,Jawa Barat,Kabupaten Cianjur,Cianjur,Bojongherang,JL PASIR GEDE
69888584,SMK MERAH PUTIH,Jawa Barat,Kabupaten Cianjur,Cianjur,Bojongherang,JL OTTO ISKANDARDINATA NO 1042 DS BOJONG HERANG
20203725,SMKS AR RAHMAH,Jawa Barat,Kabupaten Cianjur,Cianjur,Pamoyanan,JL. STEKMAL NO.04 PO BOX 187 CIANJUR
20252871,SMKS BROADCAST AL IANAH,Jawa Barat,Kabupaten Cianjur,Cianjur,Pamoyanan,NY. RADEN SITI BODEDAR NO.42
20275815,SMKS S DHARMA KUSUMA CIANJUR,Jawa Barat,Kabupaten Cianjur,Cianjur,Pamoyanan,JL KH ABDULLAH BIN NUH RT 05/18
20203727,SMKS MARDI YUANA CIANJUR,Jawa Barat,Kabupaten Cianjur,Cianjur,Sawah Gede,JL. SILIWANGI NO. 66
20203731,SMKS PGRI 2 CIANJUR,Jawa Barat,Kabupaten Cianjur,Cianjur,Sawah Gede,JL. PANGERAN HIDAYATULLAH 103 CIANJUR
20203872,SMKN 1 CIANJUR,Jawa Barat,Kabupaten Cianjur,Cianjur,Sawah Gede,JL. SILIWANGI NO. 41
20252365,SMKS PROGRESIA CIANJUR,Jawa Barat,Kabupaten Cianjur,Cianjur,Sawah Gede,JL. KH. R. ABDULLAH BIN NUH NO. 24
69758974,SMKS KESEHATAN CIANJUR,Jawa Barat,Kabupaten Cianjur,Cianjur,Sawah Gede,JL PANGERAN HIDAYATULLOH NO 105 CIANJUR
20258556,SMKS AL MADINA,Jawa Barat,Kabupaten Cianjur,Cianjur,Limbangan Sari,JL. CARINGIN DESA LIMBANGANSARI KEC. CIANJUR KAB. CIANJUR
20268501,SMKS KUJANG PILAWA,Jawa Barat,Kabupaten Cianjur,Cianjur,Babakankaret,KP. SEREPONG BABAKAN KARET CIANJUR
69909689,SMK MIFTAHUL HUDA,Jawa Barat,Kabupaten Cianjur,Cugenang,Cibulakan,Kp. Kawunggading Ds. Cibulakan
69939505,SMK MAN AROFA,Jawa Barat,Kabupaten Cianjur,Cugenang,Gasol,Kp. Gasol Kidul RT.03 RW.04
20252384,SMK NEGERI 1 CUGENANG,Jawa Barat,Kabupaten Cianjur,Cugenang,Sarampad,Jalan Tegal Panjang
69978196,SMK GEMA INSANI,Jawa Barat,Kabupaten Cianjur,Cugenang,Mangunkerta,Kp. Mangun RT. 02 RW. 05
69842628,SMK AL-MA`SHUM MARDIYAH,Jawa Barat,Kabupaten Cianjur,Cugenang,Galudra,Jl. Simpang Galudra No. 76-77
69786396,SMKS PUTERA PERTIWI INDONESIA,Jawa Barat,Kabupaten Cianjur,Cugenang,Cibeureum,JL RAYA SIMPANG NO 17B
69786375,SMKS BINA KARYA BANGSA,Jawa Barat,Kabupaten Cianjur,Cugenang,Wangunjaya,JL RAYA KP SEUSEUPAN RT 05/01
69950250,SMK ILMINA PERSADA,Jawa Barat,Kabupaten Cianjur,Pacet,Ciputri,Jl. Pasir Sarongge
20271291,SMKS KOMPUTER ARYA KARINA PRATAMA AKP,Jawa Barat,Kabupaten Cianjur,Pacet,Ciherang,JALAN RAYA CIPANAS-CIANJUR KM.3 NO. 18
69883635,SMK AL-UZLAH,Jawa Barat,Kabupaten Cianjur,Pacet,Ciherang,JL RAYA CIHERANG KM 7 DS CIHERANG
60725293,SMKS VANCANITTY,Jawa Barat,Kabupaten Cianjur,Pacet,Cipendawa,Jl. Wijaya Kusuma No. 39
69888896,SMK GARNESIA,Jawa Barat,Kabupaten Cianjur,Pacet,Cipendawa,Jl. Pacet Beunying
69899055,SMK SENI SALAKA DOMAS,Jawa Barat,Kabupaten Cianjur,Pacet,Cipendawa,Jl.Vihara No.31 Desa Cipendawa Kec.Pacet
20252029,SMK NEGERI  1 PACET,Jawa Barat,Kabupaten Cianjur,Pacet,Cibodas,JL. HANJAWAR PACET
69880140,SMK AR-RAHMAN,Jawa Barat,Kabupaten Cianjur,Pacet,Cibodas,KP CADAS GANTUNG RT 01/06 DS CIBODAS
69888376,SMK NEGERI 2 PACET,Jawa Barat,Kabupaten Cianjur,Pacet,Sukatani,Jalan Gunung Putri No.6
20268204,SMKS AL HASYIMIYAH,Jawa Barat,Kabupaten Cianjur,Pacet,Sukanagalih,HANJAWAR - PACET CIANJUR
69786388,SMKS KARYA BHAKTI UTAMA,Jawa Barat,Kabupaten Cianjur,Pacet,Sukanagalih,JL MBAH JAERAN SUKANAGALIH RT 01/04
69830537,SMK ASSHIDDIQIYAH 10,Jawa Barat,Kabupaten Cianjur,Sukaresmi,Cikanyere,Jl. Mariwati
60730351,SMKS BAHRUL MAGHFIROH,Jawa Barat,Kabupaten Cianjur,Sukaresmi,Sukamahi,KP CIHALIWUNG 03/02 DS. SUKAMAHI SUKARESMI
20252032,SMK NEGERI  1 CIKALONGKULON,Jawa Barat,Kabupaten Cianjur,Cikalong Kulon,Cinangsi,Jl. Raya Cikalongkulon
69905283,SMK ARIA CENDEKIA,Jawa Barat,Kabupaten Cianjur,Cikalong Kulon,Cinangsi,Blok Gotongroyong Rt/Rw 02/01
69880405,SMK DZAKIYYUN 2,Jawa Barat,Kabupaten Cianjur,Cikalong Kulon,Gudang,Kp. Maleber
60725291,SMKS PASUNDAN CIKALONGKULON,Jawa Barat,Kabupaten Cianjur,Cikalong Kulon,Mekarjaya,Jl. Kiarapayung No. 19
60729093,SMKS BINA UMMAH,Jawa Barat,Kabupaten Cianjur,Cikalong Kulon,Mekargalih,JL ALTERNATIF CIKALONG JONGGOL  KP JENET RT 02/05
69758124,SMKS NURUL FALLAH CIKALONGKULON,Jawa Barat,Kabupaten Cianjur,Cikalong Kulon,Mekargalih,JL ARIA WIRATANUDATAR NO 1 RT 03/04 KP SODONG DS MEKARGALIH
20252651,SMKS BINA TEKNIK CIKALONG KULON,Jawa Barat,Kabupaten Cianjur,Cikalong Kulon,Neglasari,H.LOMRI KP.NANGGELENG CIKALONGKULON
69903098,SMK TERPADU BUANA NUSANTARA,Jawa Barat,Kabupaten Cianjur,Cikalong Kulon,Cirama Girang,Jl. Cimatis Kp. Ciirateun Rt/Rw. 01/03
69892375,SMKI HIRSHULFATA  AL-GHINA,Jawa Barat,Kabupaten Cianjur,Bojong Picung,Sukajaya,JATI SINDANG RERET
69758952,SMKS PLUS INSAN MANDIRI,Jawa Barat,Kabupaten Cianjur,Bojong Picung,Cikondang,Jl. Cikondang RT 002 RW 003 Kec. Bojongpicung Kab. Cianjur
69786497,SMKS ADZIKRO KUSUMAH,Jawa Barat,Kabupaten Cianjur,Bojong Picung,Jati,JLN TERUSAN JATI KM.05 DS. JATI KEC. BOJONGPICUNG
20271411,SMKS MITRA PASUNDAN,Jawa Barat,Kabupaten Cianjur,Bojong Picung,Bojongpicung,JL. TERUSAN MOCH ALI
20252388,SMKN 1 BOJONGPICUNG,Jawa Barat,Kabupaten Cianjur,Bojong Picung,Sukaratu,Jl. Darmaga
69852113,SMKS BINA INSANI,Jawa Barat,Kabupaten Cianjur,Campaka Mulya,Campakamulya,Jln. Baros km.02 Rt/Rw 02/02 Campakamulya - Cianjur
69786231,SMKS INSAN KARYA NUSANTARA,Jawa Barat,Kabupaten Cianjur,Campaka Mulya,Cibanggala,JL CINTAWANGI KP TEGALEGA DS CIBANGGALA KEC CAMPAKAMULYA
20252869,SMK NEGERI 1 CIKADU,Jawa Barat,Kabupaten Cianjur,Cikadu,Cikadu,Jl. Raya Simpang - Koleberes
69888979,SMK CINTA MEKARWANGI,Jawa Barat,Kabupaten Cianjur,Cikadu,Mekarwangi,KP CIBALEUY RT 09/05
69883636,SMK NEGERI  2 LELES,Jawa Barat,Kabupaten Cianjur,Leles,Pusakasari,JL RD.H. MULYA DS PUSAKASARI
69968640,SMK AZ-ZARKASYIH,Jawa Barat,Kabupaten Cianjur,Leles,Pusakasari,Jl. Rd. H. Mulya RT. 01 RW. 02
69949780,SMK ISLAM TERPADU MIFTAHUSSUNAN ADDAIMIAH,Jawa Barat,Kabupaten Cianjur,Leles,Purabaya,Kp. Rawasalak Rt/Rw 11/04
20252392,SMK NEGERI 1 LELES,Jawa Barat,Kabupaten Cianjur,Leles,Mandalawangi,RAYA BATU KASUR KM 101
69900084,SMK AL-BAROKAH,Jawa Barat,Kabupaten Cianjur,Cijati,Padaasih,Kp. Waru Rt/Rw 02/05 Ds. Padaasih Kec. Cijati Kab. Cianjur
69888855,SMK AL-JAUHARIYAH,Jawa Barat,Kabupaten Cianjur,Cijati,Sukaluyu,KP. SURADE RT.03/02
69910996,SMK IT BUDI LUHUR,Jawa Barat,Kabupaten Cianjur,Cijati,Sukaluyu,Kp.Pasir Angin Desa Sukaluyu Kec.Cijati
69944511,SMK BINA INSAN AL FALAH,Jawa Barat,Kabupaten Cianjur,Cijati,Sukaluyu,Kp. Sukasirna
20252505,SMK NEGERI  1 CIJATI,Jawa Barat,Kabupaten Cianjur,Cijati,Cijati,JL. RAYA CIJATI
69899988,SMK IT PERMATA HATI,Jawa Barat,Kabupaten Cianjur,Cijati,Caringin,Jl. Tegal Heras
69943791,SMK AL INAYAH,Jawa Barat,Kabupaten Cianjur,Cijati,Parakantugu,Parakantugu
20276191,SMKS SATRIA MANDALA,Jawa Barat,Kabupaten Cianjur,Gekbrong,Songgom,JL. RAYA SUKABUMI KM.13
69956533,SMK SUFFAH AL HAFIIZ,Jawa Barat,Kabupaten Cianjur,Cipanas,Sindangjaya,Kp. Ciketug RT.01/RW.04 Desa Sindangjaya
20252045,SMKS IPPS CIPANAS CIANJUR,Jawa Barat,Kabupaten Cianjur,Cipanas,Cipanas,JLN. PASIR KAMPUNG. PASEKON NO. D13 CIPANAS - CIANJUR
20252872,SMKS FUTUUHIYAH,Jawa Barat,Kabupaten Cianjur,Cipanas,Cipanas,JL. CILENGSAR NO.10
69727436,SMKS SINAR PARAHYANGAN,Jawa Barat,Kabupaten Cianjur,Cipanas,Sindanglaya,JL MARIWATI KP BALAKANG NO 111 CIPANAS
20252875,SMKS KARISMA,Jawa Barat,Kabupaten Cianjur,Cipanas,Palasari,BUKIT DANAU
69894018,SMK AL-IRSYAD CIPANAS,Jawa Barat,Kabupaten Cianjur,Cipanas,Palasari,JLN TK YAMIN NO 1 PADARINCANG
20252398,SMK NEGERI 1 CIPANAS,Jawa Barat,Kabupaten Cianjur,Cipanas,Cimacan,Jl. Raya Cipanas
69852115,SMKS TAZKIA NUSANTARA CIPANAS,Jawa Barat,Kabupaten Cianjur,Cipanas,Cimacan,JL KEBUN RAYA CIBODAS KP BABAKAN CIKALONG DS CIMACAN KEC CIPANAS
69895908,SMK NUSA BANGSA,Jawa Barat,Kabupaten Cianjur,Cipanas,Batulawang,Jln. PUNCAK DUA PERKEBUNAN TEH CISEUREUH
69788556,SMKS AL-BANTARI,Jawa Barat,Kabupaten Cianjur,Haurwangi,Cihea,KP BANTARCARINGIN RT 03/10 DS CIHEA
69726012,SMKS NURUL HIDAYAH PASUNDAN,Jawa Barat,Kabupaten Cianjur,Haurwangi,Haurwangi,Jl. Raya Bandung Tol Citarum KM 21
69755244,SMKN 1 HAURWANGI,Jawa Barat,Kabupaten Cianjur,Haurwangi,Haurwangi,Jalan Citarum Lama Desa Haurwangi Kecamatan Haurwangi Kabupaten Cianjur
69852112,SMKS MUHAMMADIYAH HAURWANGI,Jawa Barat,Kabupaten Cianjur,Haurwangi,Haurwangi,JL RAYA BANDUNG KM 20 KEC HAURWANGI
69973008,SMK AL JABBAR,Jawa Barat,Kabupaten Cianjur,Pasirkuda,Girijaya,Kp. Sinarrahayu
69937830,SMK PASIR ANGIN,Jawa Barat,Kabupaten Cianjur,Pasirkuda,Simpang,Jl. Ciparaya Pasirangin
69762682,SMK NEGERI 1 PASIRKUDA,Jawa Barat,Kabupaten Cianjur,Pasirkuda,Pusakajaya,KP PASIRSUIT
20227934,SMK BUDI BAKTI CIWIDEY,Jawa Barat,Kabupaten Bandung,Ciwidey,Ciwidey,Jl. Babakantiga No. 82 Ciwidey  RT. 001 RW. 001
20259574,SMK AL- WAFA,Jawa Barat,Kabupaten Bandung,Ciwidey,Ciwidey,JL. Raya Ciwidey KM.02 RT.01/23 Haurkoneng
70030268,SMK Taruna Harapan Bangsa,Jawa Barat,Kabupaten Bandung,Pasirjambu,Margamulya,Kp. Tabrik RT. 01/01
69831494,SMK PIB PASIRJAMBU,Jawa Barat,Kabupaten Bandung,Pasirjambu,Cibodas,JL. PPTK Gambung Papakmanggu
20258499,SMK KP PASIRJAMBU,Jawa Barat,Kabupaten Bandung,Pasirjambu,Pasirjambu,JL. RAYA SUKARASA NO. 160 PASIRJAMBU
69774724,SMKS KARYA NUSANTARA,Jawa Barat,Kabupaten Bandung,Cimaung,Cipinang,JL
20254602,SMK BANJAR ASRI CIMAUNG,Jawa Barat,Kabupaten Bandung,Cimaung,Cimaung,JL. GUNUNG PUNTANG KM 1 CIMAUNG
69952316,SMKS Taruna Madya Cempaka Mulya,Jawa Barat,Kabupaten Bandung,Cimaung,Campakamulya,Kp. Campakamulya
20206215,SMKN 5 PANGALENGAN,Jawa Barat,Kabupaten Bandung,Pangalengan,Pangalengan,JL. CINCHONA NO.8 SUKAMENAK PANGALENGAN
20259588,SMKS TRIBAKTI PANGALENGAN,Jawa Barat,Kabupaten Bandung,Pangalengan,Margamulya,JL. KEBON KOPI NO. 119 PANGALENGAN
20228511,SMK AL-JIHAD PANGALENGAN,Jawa Barat,Kabupaten Bandung,Pangalengan,Lamajang,JL. RAYA PANGALENGAN KM. 29 PANGALENGAN
20228512,SMK AL-ISLAM PACET,Jawa Barat,Kabupaten Bandung,Pacet,Maruyung,JALAN CAGAK NO. 29 KM. 09 MARUYUNG PACET
20268834,SMK AN-NUR MARUYUNG,Jawa Barat,Kabupaten Bandung,Pacet,Maruyung,JL. RAYA PACET KM. 7 MARUYUNG PACET
69876152,SMK MARGA INSAN KAMIL,Jawa Barat,Kabupaten Bandung,Pacet,Maruyung,JL. RAYA PACET BELAKANG NO. 122  RT. 04 RW. 04
69883648,SMKS AROFAH,Jawa Barat,Kabupaten Bandung,Pacet,Maruyung,JL. RAYA PACET NO. 13
69774723,SMKS ISTIQOMAH MARUYUNG,Jawa Barat,Kabupaten Bandung,Pacet,Cipeujeuh,JL. RAYA PACET KM. 08 MARUYUNG
20268699,SMK INFORMATIKA TERPADU BANDUNG,Jawa Barat,Kabupaten Bandung,Ibun,Cibeet,JL. OMA ANGGAWISASTRA NO. 139 CIBEET IBUN
69894045,SMK BINA INSANI IBUN,Jawa Barat,Kabupaten Bandung,Ibun,Pangguh,JL. PANGGUH KP. CIBUNAR RT.01/06
20227946,SMK KP 2 MAJALAYA,Jawa Barat,Kabupaten Bandung,Ibun,Lampegan,JL. OMA ANGGAWISASTRA NO. 155 CIEURI
20271836,SMK AN-NUR IBUN,Jawa Barat,Kabupaten Bandung,Ibun,Lampegan,JL. OMA ANGGAWISASTRA NO. 177 IBUN
20227947,SMK KP 3 MAJALAYA,Jawa Barat,Kabupaten Bandung,Ibun,Talun,Jl. Bebedahan-Pasir Angin Rt.01/04
69870903,SMK KP PASEH,Jawa Barat,Kabupaten Bandung,Paseh,Drawati,Jl. Pejuang Tiis Dingin No. 14
69955507,SMK AL-MUHSININ,Jawa Barat,Kabupaten Bandung,Paseh,Sindangsari,Jl. Sanding RT 01 RW 14
20259590,SMKS YP 79 MAJALAYA,Jawa Barat,Kabupaten Bandung,Paseh,Sukamanah,JL. RAYA MAJALAYA-CICALENGKA PASEH
20259573,SMK ALOER WARGAKUSUMAH,Jawa Barat,Kabupaten Bandung,Paseh,Mekarpawitan,JL. MEKARPAWITAN PASEH
20256568,SMK YADIKA 2 CIJAGRA PASEH,Jawa Barat,Kabupaten Bandung,Paseh,Cijagra,JL. LEGOK MUNCANG DESA CIJAGRA KEC. PASEH
69725847,SMK DHARMA AGUNG,Jawa Barat,Kabupaten Bandung,Paseh,Cipedes,JL. CIPEDES NO. 1 PASEH
69774725,SMK CENDIKIA PASEH,Jawa Barat,Kabupaten Bandung,Paseh,Cigentur,JL. RAYA MAJALAYA- CICALENGKA KM 3 KP. BOJONG
69955233,SMK BPI 64,Jawa Barat,Kabupaten Bandung,Cikancung,Ciluluk,Jl. Raya Cikancung-Ciluluk
20259585,SMK MANDALASARI,Jawa Barat,Kabupaten Bandung,Cikancung,Mandalasari,Jl. Raya Cicalengka - Majalaya KM 4.2 No 78  Mandalasari Cikancung
69760683,SMKS BINA BANGSA INDONESIA,Jawa Barat,Kabupaten Bandung,Cicalengka,Nagrog,JL. RAYA TIMUR KM. 35 BANDUNG
20271747,SMK PUTRA INDONESIA,Jawa Barat,Kabupaten Bandung,Cicalengka,Cikuya,Jl. Ir. H. Juanda No. 36 Blk Cikuya Kec. Cicalengka Kabupaten Bandung
69956672,SMKS AL INSANI CICALENGKA,Jawa Barat,Kabupaten Bandung,Cicalengka,Waluya,Jl. Kp. Cijalupang No 26
20256566,SMK GUNA DHARMA NUSANTARA,Jawa Barat,Kabupaten Bandung,Cicalengka,Tenjolaya,JL. RAYA BY PASS KM.30 CIPEUTAG - CIKOPO
20259589,SMKS TIK YADIKA CICALENGKA,Jawa Barat,Kabupaten Bandung,Cicalengka,Tenjolaya,JL. H DARHAM NO 122 CIKOPO CICALENGKA
20228542,SMK MAARIF CICALENGKA,Jawa Barat,Kabupaten Bandung,Cicalengka,Cicalengka Kulon,JL Ciayunan No. 33
69956589,SMKS MA ARIF TERPADU CICALENGKA,Jawa Barat,Kabupaten Bandung,Cicalengka,Cicalengka Kulon,JL. DEWI SARTIKA NO 119
69725846,SMKS MUTHIA HARAPAN CICALENGKA,Jawa Barat,Kabupaten Bandung,Cicalengka,Babakanpeuteuy,JL. BABAKAN PEUTEUY NO. 300 CICALENGKA
60728547,SMK CELLULAR HAURO 49,Jawa Barat,Kabupaten Bandung,Rancaekek,Rancaekek Kulon,JL PAHLAWAN MUHTAR RT. 05/01
69815424,SMK PASUNDAN RANCAEKEK,Jawa Barat,Kabupaten Bandung,Rancaekek,Rancaekek Wetan,Jln. Babakan Radio No.1 RT 06 RW 21
20227966,SMK TAMANSISWA RANCAEKEK,Jawa Barat,Kabupaten Bandung,Rancaekek,Bojongloa,JL. RANCANILEM TERS. JL. CEMPAKA RAYA PERUM BUMI RANCAEKEK KENCANA
20228541,SMK LUGINA RANCAEKEK,Jawa Barat,Kabupaten Bandung,Rancaekek,Bojongloa,JL. RAYA RANCAEKEK NO.05 RANCAEKEK
69950528,SMKS Plus Bani Muchtar Rancaekek,Jawa Barat,Kabupaten Bandung,Rancaekek,Bojongloa,Jl. Bojongloa Kp. Pasantren No 27 B
70032752,SMK SKYE DIGIPRENEUR,Jawa Barat,Kabupaten Bandung,Rancaekek,Bojongloa,Jl. Walini No. 24 RT.04 RW.16
20259581,SMK KARYA PERMATA,Jawa Barat,Kabupaten Bandung,Rancaekek,Jelegong,JL.RAYA TALUN NO. 51 RANCAEKEK
69734357,SMK KESEHATAN RANCAEKEK,Jawa Barat,Kabupaten Bandung,Rancaekek,Jelegong,JL. TALUN NO 3 RANCAEKEK
69760684,SMK INSAN UNGGUL,Jawa Barat,Kabupaten Bandung,Rancaekek,Jelegong,JL. RANCAKENDAL NO. 1 RANCAEKEK
69774726,SMKS TUNAS MEKAR RANCAEKEK,Jawa Barat,Kabupaten Bandung,Rancaekek,Jelegong,KOMP. PERMATA HIJAU BLOK D 115 E  RANCAEKEK
20227933,SMK BINTARA RANCAEKEK,Jawa Barat,Kabupaten Bandung,Rancaekek,Linggar,JL. CIKIJING KM 01 DS. LINGGAR RANCAEKEK
70006290,SMK PIRAMIDA,Jawa Barat,Kabupaten Bandung,Rancaekek,Haurpugur,Kp. Popojok RT 02 RW 01
20229783,SMKN 1 RANCAEKEK,Jawa Barat,Kabupaten Bandung,Rancaekek,Bojongsalam,JL. BOJONGSALAM-RANCAEKEK
20269232,SMK BAKTI ILHAM,Jawa Barat,Kabupaten Bandung,Rancaekek,Bojongsalam,Jln. Peundeuy No 32 RT 02 RW 11
20227941,SMK HARAPAN 1 RANCAEKEK,Jawa Barat,Kabupaten Bandung,Rancaekek,Nanjungmekar,JL. NANJUNGMEKAR KARAPIAK RANCAEKEK
20227942,SMK HARAPAN 2 RANCAEKEK,Jawa Barat,Kabupaten Bandung,Rancaekek,Nanjungmekar,JL. NANJUNG MEKAR RANCAEKEK
69908714,SMK IT BAITUL AZIZ,Jawa Barat,Kabupaten Bandung,Majalaya,Neglasari,JL. PESANTREN BAITUL AZIZ KP. SUKAHAJI No.44
20256564,SMKN 1 MAJALAYA,Jawa Barat,Kabupaten Bandung,Majalaya,Sukamukti,JL.Idris No 99 Rancajigang
20270339,SMK BINA UMAT MAJALAYA,Jawa Barat,Kabupaten Bandung,Majalaya,Padaulun,JL. BUAHNUNGGAL RT 01/14 MAJALAYA
20228538,SMK 1 LPPM RI MAJALAYA,Jawa Barat,Kabupaten Bandung,Majalaya,Biru,JL. CIDAWOLONG WETAN NO. 7 RT. 01 RW.11 MAJALAYA
20228539,SMK 2 LPPM RI MAJALAYA,Jawa Barat,Kabupaten Bandung,Majalaya,Biru,JL. CIDAWOLONG NO. 7 MAJALAYA
20256632,SMK PASUNDAN MAJALAYA,Jawa Barat,Kabupaten Bandung,Majalaya,Sukamaju,JL. LEUWIDULANG No 62
69948331,SMKS BINA TEKNOLOGI,Jawa Barat,Kabupaten Bandung,Majalaya,Majasetra,Jl. Rancanyiruan Kp. Pangkalan 02/01
20227945,SMK KP 1 MAJALAYA,Jawa Barat,Kabupaten Bandung,Majalaya,Majalaya,JL. TUGU PAHLAWAN NO. 25 MAJALAYA
20227959,SMK MUHAMMADIYAH MAJALAYA,Jawa Barat,Kabupaten Bandung,Majalaya,Majalaya,Jl. Raya Laswi No. 12 Komplek Masjid Agung Majalaya
20228525,SMK FARMASI AS-SHIFA,Jawa Barat,Kabupaten Bandung,Ciparay,Pakutandang,JL. RAYA ANDIR NO. 17B CIPARAY
20228559,SMK WIRAKARYA 1 CIPARAY,Jawa Barat,Kabupaten Bandung,Ciparay,Pakutandang,JL. RAYA ANDIR NO. 17 KEC. CIPARAY
20228560,SMK WIRAKARYA 2 CIPARAY,Jawa Barat,Kabupaten Bandung,Ciparay,Pakutandang,1. JL. RAYA ANDIR NO. 17 CIPARAY (Kampus 1)
20256565,SMK ITIKURIH HIBARNA CIPARAY,Jawa Barat,Kabupaten Bandung,Ciparay,Ciparay,JL. Raya Laswi NO. 782 Ciparay
69966961,SMK COKROAMINOTO,Jawa Barat,Kabupaten Bandung,Ciparay,Serangmekar,Jl. Raya Laswi
20227960,SMK MUTIARA SANDI BALEENDAH,Jawa Barat,Kabupaten Bandung,Baleendah,Manggahang,JL. LASWI NO. 345 MANGGAHANG BALEENDAH
20229784,SMKN 7 BALEENDAH,Jawa Barat,Kabupaten Bandung,Baleendah,Manggahang,JL. SILIWANGI KM 15 RT 08 RW 14
20206225,SMKN 3 BALEENDAH,Jawa Barat,Kabupaten Bandung,Baleendah,Baleendah,JL. Adipati Agung No. 34 Baleendah
20206226,SMKN 2 BALEENDAH,Jawa Barat,Kabupaten Bandung,Baleendah,Baleendah,JL. RAA WIRANATAKUSUMAH NO. 11
20227949,SMK KP BALEENDAH,Jawa Barat,Kabupaten Bandung,Baleendah,Baleendah,JL. ADIPATI AGUNG NO. 32 BALEENDAH
20227965,SMK STMC 4245 BALEENDAH,Jawa Barat,Kabupaten Bandung,Baleendah,Baleendah,JL. ADIKUSUMAH NO. 26 BALEENDAH
20253960,SMK WIDYA UTAMA,Jawa Barat,Kabupaten Bandung,Baleendah,Baleendah,JL. ADIPATI AGUNG NO. 2
20256563,SMK HARAPAN BANGSA BALEENDAH,Jawa Barat,Kabupaten Bandung,Baleendah,Baleendah,JL. PURADINATA D.9 BALEENDAH
20259576,SMK BPPI BALEENDAH,Jawa Barat,Kabupaten Bandung,Baleendah,Baleendah,JL. ADIPATI AGUNG N0. 23
69820637,SMK AKAR ILMU,Jawa Barat,Kabupaten Bandung,Baleendah,Baleendah,Jl. Mekar Sari No 345 RT.07/23
20229822,SMK BINA NEGARA BALEENDAH,Jawa Barat,Kabupaten Bandung,Baleendah,Andir,JALAN KATAPANG ANDIR NO.209 BALEENDAH
20254133,SMK PUTRA BAHARI,Jawa Barat,Kabupaten Bandung,Baleendah,Bojongmalaka,JL . JATIMEKAR RT 01 RW 06
20227940,SMK HANDAYANI BANJARAN,Jawa Barat,Kabupaten Bandung,Arjasari,Batukarut,JL. RAYA BANJARAN BLOK NAMBO KM.17
20255776,SMK KP BAROS,Jawa Barat,Kabupaten Bandung,Arjasari,Baros,JL. BAROS NO.5  ARJASARI
20227931,SMK BAKTI NUSANTARA,Jawa Barat,Kabupaten Bandung,Arjasari,Lebakwangi,JL. ARJASARI NO. 14 BANJARAN
20258134,SMKS PELITA BUNGA BANGSA,Jawa Barat,Kabupaten Bandung,Arjasari,Arjasari,JL. RAYA ARJASARI NO. 05 ARJASARI
69967685,SMKN 1 ARJASARI,Jawa Barat,Kabupaten Bandung,Arjasari,Patrolsari,Jl. Raya Arjasari Ciparay KM 7
20254193,SMK PGRI CIBARIBIS,Jawa Barat,Kabupaten Bandung,Banjaran,Mekarjaya,JL. CIBARIBIS BANJARAN
20257433,SMK PLUS PRATAMA ADI,Jawa Barat,Kabupaten Bandung,Banjaran,Banjaran Wetan,JL. DIPATI UKUR NO 8 RT.03/03
69814876,SMK KHARISMA NUSANTARA,Jawa Barat,Kabupaten Bandung,Banjaran,Banjaran Wetan,Jl. Kapten Sarwono No. 188
20270062,SMK UMI KULSUM BANJARAN,Jawa Barat,Kabupaten Bandung,Banjaran,Sindangpanon,JL. SINDANGPANON NO. 31 BANJARAN
20272113,SMK YASTRIB,Jawa Barat,Kabupaten Bandung,Banjaran,Sindangpanon,JL.PAMOYANAN NO. 16
20206220,SMK PASUNDAN 2 BANJARAN,Jawa Barat,Kabupaten Bandung,Banjaran,Banjaran,JL. STASIUN TIMUR NO. 62
20206223,SMK PASUNDAN 1 BANJARAN,Jawa Barat,Kabupaten Bandung,Banjaran,Banjaran,JL. STASIUN TIMUR NO. 66 BANJARAN
69979670,SMK AL FALAH,Jawa Barat,Kabupaten Bandung,Banjaran,Pasirmulya,Kacakacadua RT03/03 Pasirmulya Banjaran
20271415,SMK ALMARWAH,Jawa Barat,Kabupaten Bandung,Pameungpeuk,Sukasari,JL. SINDANGRERET NO. 30 BOJONGPULUS
20271839,SMK PERINTIS,Jawa Barat,Kabupaten Bandung,Pameungpeuk,Bojongkunci,Jalan. Terusan Katapang-Andir Sukaluyu (Sompok) No.23 Rt. 02/10
20206214,SMKN 1 KATAPANG,Jawa Barat,Kabupaten Bandung,Katapang,Katapang,JL. Ceuri Ters Kopo Km. 13.5
20227964,SMK PENIDA 2 KATAPANG,Jawa Barat,Kabupaten Bandung,Katapang,Pangauban,JL. TERS. KOPO KM 13 NO. 247 KATAPANG
